WnvPresent,Proba
0,0.4797373867527899
0,0.5748278247791444
0,0.4028846545623716
0,0.13431935501377484
0,0.6348254724770063
0,0.02656571800069315
0,0.7514705044978451
0,0.22732110195625507
0,0.7034442900449749
0,0.14373040486932315
0,0.0122140700090884
0,0.04415238225429721
0,0.34960793915464305
0,0.8076194030337412
0,0.7206205642102104
0,0.0025693753448024705
0,0.6886800329589129
0,0.6526681810888526
0,0.006909438446471354
0,0.1752840927451039
0,0.005595631634946038
0,0.12267307013572723
0,0.48184181219897854
0,0.5537758989082465
0,0.8209592548238165
0,0.4228560793561088
0,0.09246824771067837
1,0.8651289783247778
0,0.1812431309121909
0,0.19831179494914905
0,0.3835760627556794
0,0.491188344605268
0,0.12269068255189527
0,0.11969318289156931
0,0.11783846215175543
0,0.07106273608380333
0,0.7228464253198176
0,0.6387264180705489
0,0.5329901177452774
0,0.6885080880836131
0,0.5685026557171282
0,0.38860167668401663
0,0.6059326338184063
0,0.021712827078125094
0,0.4434288521928336
0,0.0005566213768247404
0,0.9272351495543764
0,0.003613505674079969
0,0.7667411183616215
0,0.029890177644904974
0,0.44589058677454646
0,0.2695269283829799
0,0.6302443033924278
0,0.2691441359661591
0,0.0005779095413929871
0,0.8784047018699221
0,0.6859844472485463
0,0.019866153225925328
0,0.17775694929424787
0,0.1390749629986743
0,0.6027238052753411
0,0.026457171877116957
0,0.1281495369002194
0,0.46671280067616727
0,0.7002891131201577
0,0.3372942761663762
0,0.0931647800565941
0,0.004145669062935905
0,0.017909261104928735
0,0.34679897177153984
0,0.49276293176054187
0,0.0003144318546234141
0,0.2603241933163225
1,0.24914385627125368
0,0.43562286910021475
0,0.007439092598967406
0,0.42763322285872907
0,0.3280448064898224
0,0.14695281337266314
0,0.7037029002559227
0,0.36398205104829034
0,0.004003900376236771
0,0.23905320204959568
0,0.6987198304433158
0,0.5588962022483421
0,0.5867705981884032
0,0.09214654354018949
0,0.19641934675758077
0,0.6154610089974176
0,0.396113563962476
0,0.15755270213245753
0,0.6224006039205477
0,0.2911345316813902
0,0.4771239002686231
0,0.10055293393033077
0,0.26449919119250453
1,0.864221562264917
0,0.4989845988281322
1,0.7925065230126945
0,0.5177376607911552
1,0.13493595757431825
0,0.1398059971685116
0,0.20036787092144615
1,0.6589086327089867
0,0.009661397530434712
0,0.1824763176604831
0,0.5327872370715193
0,0.528643791922439
0,0.00019349020986544291
0,0.0027012706130997073
0,0.16556723849595556
0,0.2974881743132879
0,0.19658012790984833
0,0.5626327472047192
0,0.1454139944413023
0,0.07066005697366985
0,0.3934022015983197
0,0.40574570874970256
0,0.8248645392285094
0,0.34023759377228485
0,0.0012650964747753723
0,0.0040019792710151315
0,0.13491603457977636
0,0.08902725397965625
0,0.3449826483353898
0,0.0650130909279967
0,0.4713136058964045
0,0.08729809084484091
0,0.04418138300642529
0,0.8091907172202933
0,0.5736794880042198
0,0.7206205642102104
0,0.5652879533752815
0,0.0007560853374695628
0,0.17021549051208035
0,0.5978409999196324
0,0.7810930284424586
0,0.19427299490075997
0,0.19336517715550677
0,0.3474394659785828
0,0.6003004064002264
0,0.8082694003514013
0,0.7562478328301961
0,0.2579497839614448
0,0.6300710985354862
0,0.8857430702918715
0,0.21032410198515458
0,0.7303720634323526
0,0.38888166805748925
0,0.0595521486901742
0,0.17152664866458986
0,0.13669599106916358
0,0.3418734076240977
0,0.11462229059250317
0,0.3917163332439575
0,0.19369541724302358
0,0.22266932290069708
0,0.06055082495005684
0,0.06006159592841435
0,0.335374691971554
0,0.04292672497871441
0,0.47068993799680825
0,0.40217792844393363
0,0.009311037929633172
0,0.2424191256706764
0,0.17918456320519155
0,0.7324820249096298
0,0.16811388093247406
0,0.10787701133569957
0,0.09130291176810883
0,0.7025401508430791
0,0.6266535720563357
0,0.5189020223490378
0,0.3899009430193083
0,0.007367871128516009
0,0.12717702937214118
0,0.0022714696134509367
0,0.6348254724770063
0,0.5403265809075039
0,0.007871244435977566
0,0.20942596811958256
0,0.18946587251463679
0,0.8091907172202933
1,0.6692968772775014
0,0.7395309584908211
0,0.0161767585231112
0,0.540711582156785
0,0.6367276227237928
0,0.8091907172202933
0,0.364269389656611
0,0.05379216702419036
0,0.028065596498585494
0,0.7349128216833675
0,0.15854861803417852
0,0.8387698484535973
0,0.24243472598138752
0,0.37994840171931826
0,0.26449919119250453
0,0.7993613572495146
0,0.6589195812409618
0,0.7177589431162835
0,0.6002693984955956
0,0.4223815859481934
0,0.1764488673562862
0,0.42451383036748
0,0.00012536904889018738
0,0.44651067115077814
0,0.7925065230126945
0,0.5012561673041891
0,0.2485242652854714
0,0.13192675157193892
0,0.3000959721496883
0,0.29011666505076067
0,0.7090560360521886
0,0.0389318155812366
0,0.751521491221259
0,0.09693989376155077
0,0.27455339761359215
